"Auto Increment","Record ID","Created On","Codigo Vitrine - Automatico","Data/Hora - Cod Vitrine Criado"
11916,68j9ww3N2V,"2022-05-21 18:09:13",133674,"2022-05-21 18:09:13"
11915,VarwYYeQOR,"2022-05-21 18:08:50",133673,"2022-05-21 18:08:50"
11914,5MjKMMON0k,"2022-05-21 09:53:08",133672,"2022-05-21 09:53:08"
11913,X9QoyyOrwY,"2022-05-21 09:52:56",133671,"2022-05-21 09:52:56"
11912,DXQ8YYkjYR,"2022-05-21 09:52:42",133670,"2022-05-21 09:52:42"
11911,3kjZookr6V,"2022-05-21 09:52:29",133669,"2022-05-21 09:52:29"
11910,98rdvvgQZw,"2022-05-21 09:52:00",133668,"2022-05-21 09:52:00"
11909,2ejl00Ejo9,"2022-05-21 09:51:43",133667,"2022-05-21 09:51:43"
11908,ykNO44bQDY,"2022-05-21 00:25:04",133666,"2022-05-21 00:25:04"
11907,GArgaa4QmR,"2022-05-21 00:24:56",133665,"2022-05-21 00:24:56"
11906,6WQb558NnB,"2022-05-21 00:24:48",133664,"2022-05-21 00:24:48"
11905,aANBDDOj1b,"2022-05-21 00:24:40",133663,"2022-05-21 00:24:40"
11904,PzQ488PQJG,"2022-05-21 00:24:26",133662,"2022-05-21 00:24:26"
11903,m9N099LQzq,"2022-05-20 20:23:40",133661,"2022-05-20 20:23:40"
11902,MXQJqqRNZ6,"2022-05-20 20:23:26",133660,"2022-05-20 20:23:26"
11901,VWQWvv6NZ4,"2022-05-20 20:23:13",133659,"2022-05-20 20:23:13"
11900,a6jMJJ0r75,"2022-05-20 20:22:57",133658,"2022-05-20 20:22:57"
11899,3kjZooXr6V,"2022-05-20 20:22:31",133657,"2022-05-20 20:22:31"
11898,98rdvv8QZw,"2022-05-20 19:27:02",133656,"2022-05-20 19:27:02"
11897,2ejl00bjo9,"2022-05-20 19:26:53",133655,"2022-05-20 19:26:53"
11896,ykNO44oQDY,"2022-05-20 19:26:39",133654,"2022-05-20 19:26:39"
11895,GArgaa2QmR,"2022-05-20 19:26:25",133653,"2022-05-20 19:26:25"
11894,6WQb55qNnB,"2022-05-20 19:26:12",133652,"2022-05-20 19:26:12"
11893,aANBDDPj1b,"2022-05-20 19:25:37",133651,"2022-05-20 19:25:37"
11892,PzQ488eQJG,"2022-05-20 19:13:17",133650,"2022-05-20 19:13:17"
11891,m9N099OQzq,"2022-05-20 19:13:03",133649,"2022-05-20 19:13:03"
11890,MXQJqqmNZ6,"2022-05-20 19:12:46",133648,"2022-05-20 19:12:46"
11889,VWQWvv9NZ4,"2022-05-20 17:50:19",133647,"2022-05-20 17:50:19"
11888,a6jMJJbr75,"2022-05-20 17:49:39",133646,"2022-05-20 17:49:39"
11887,74QYzzDjBE,"2022-05-20 16:45:24",133645,"2022-05-20 16:45:24"
11886,AXQvooojLY,"2022-05-20 16:44:26",133644,"2022-05-20 16:44:26"
11885,3GN6GGDQzx,"2022-05-20 16:42:14",133643,"2022-05-20 16:42:14"
11884,03rzZZ2r69,"2022-05-20 16:40:03",133642,"2022-05-20 16:40:03"
11883,X6QaqqBQZk,"2022-05-20 15:35:11",133641,"2022-05-20 15:35:11"
11882,DzjGRRDQYp,"2022-05-20 15:34:00",133640,"2022-05-20 15:34:00"
11881,OGQ3ZZoNln,"2022-05-20 15:31:43",133639,"2022-05-20 15:31:43"
11880,awrRPPgQ5k,"2022-05-20 15:29:39",133638,"2022-05-20 15:29:39"
11879,VXr7RYEjJe,"2022-05-20 15:28:58",133637,"2022-05-20 15:28:58"
11878,0VNq62qQml,"2022-05-20 15:28:20",133636,"2022-05-20 15:28:20"
11877,4yQkJmXNgP,"2022-05-20 15:24:31",133635,"2022-05-20 15:24:31"
11876,8qQPBq4r16,"2022-05-20 11:32:35",133634,"2022-05-20 11:32:35"
11875,loNLWEkrM8,"2022-05-20 11:31:49",133633,"2022-05-20 11:31:49"
11874,GWN5o1ajlA,"2022-05-19 19:44:45",133632,"2022-05-19 19:44:45"
11873,xPjXRvGNKG,"2022-05-19 19:44:38",133631,"2022-05-19 19:44:38"
11872,5nQxEdzjxY,"2022-05-19 19:44:30",133630,"2022-05-19 19:44:30"
11871,72Npg2wrwv,"2022-05-19 19:44:23",133629,"2022-05-19 19:44:23"
11870,Z9Q2yXAN2m,"2022-05-19 19:44:13",133628,"2022-05-19 19:44:13"
11869,oOjD2q6NB9,"2022-05-19 19:35:06",133627,"2022-05-19 19:35:06"
11868,bEjERqMrK5,"2022-05-19 19:34:46",133626,"2022-05-19 19:34:46"
11867,YZjnY76QPv,"2022-05-19 19:34:35",133625,"2022-05-19 19:34:35"
11866,blNeRdOQxw,"2022-05-19 19:34:15",133624,"2022-05-19 19:34:15"
11865,PEryZYONOn,"2022-05-19 19:04:26",133623,"2022-05-19 19:04:26"
11864,kMjm4o6QvV,"2022-05-19 19:03:33",133622,"2022-05-19 19:03:33"
11863,9EjVwmKro2,"2022-05-19 19:03:22",133621,"2022-05-19 19:03:22"
11862,GDN1KEwjeq,"2022-05-19 19:02:56",133620,"2022-05-19 19:02:56"
11861,b1rA9DgrKk,"2022-05-19 19:02:29",133619,"2022-05-19 19:02:29"
11860,68j9wVPN2V,"2022-05-19 19:02:13",133618,"2022-05-19 19:02:13"
11859,VarwYxDQOR,"2022-05-19 19:01:59",133617,"2022-05-19 19:01:59"
11858,5MjKM25N0k,"2022-05-19 18:42:54",133616,"2022-05-19 18:42:54"
11857,X9Qoy9arwY,"2022-05-19 18:42:41",133615,"2022-05-19 18:42:41"
11856,DXQ8Y1JjYR,"2022-05-19 18:42:30",133614,"2022-05-19 18:42:30"
11855,3kjZoRXr6V,"2022-05-19 18:42:17",133613,"2022-05-19 18:42:17"
11854,98rdvP8QZw,"2022-05-19 18:41:27",133612,"2022-05-19 18:41:27"
11853,2ejl0objo9,"2022-05-19 18:41:14",133611,"2022-05-19 18:41:14"
11852,ykNO4qoQDY,"2022-05-19 18:40:53",133610,"2022-05-19 18:40:53"
11851,GArga32QmR,"2022-05-19 07:11:11",133609,"2022-05-19 07:11:11"
11850,6WQb5pqNnB,"2022-05-19 07:10:26",133608,"2022-05-19 07:10:26"
11849,aANBD1Pj1b,"2022-05-19 06:26:48",133607,"2022-05-19 06:26:48"
11848,PzQ48meQJG,"2022-05-19 06:26:13",133606,"2022-05-19 06:26:13"
11847,m9N09EOQzq,"2022-05-19 06:25:54",133605,"2022-05-19 06:25:54"
11846,MXQJqwmNZ6,"2022-05-19 06:25:43",133604,"2022-05-19 06:25:43"
11845,VWQWvq9NZ4,"2022-05-19 06:25:29",133603,"2022-05-19 06:25:29"
11844,a6jMJYbr75,"2022-05-19 06:25:18",133602,"2022-05-19 06:25:18"
11843,74QYzRDjBE,"2022-05-19 06:24:58",133601,"2022-05-19 06:24:58"
11842,AXQvo2ojLY,"2022-05-19 00:38:28",133600,"2022-05-19 00:38:28"
11841,3GN6GDDQzx,"2022-05-19 00:38:20",133599,"2022-05-19 00:38:20"
11840,03rzZk2r69,"2022-05-19 00:38:10",133598,"2022-05-19 00:38:10"
11839,X6QaqgBQZk,"2022-05-19 00:35:42",133597,"2022-05-19 00:35:42"
11838,DzjGR6DQYp,"2022-05-19 00:35:21",133596,"2022-05-19 00:35:21"
11837,OGQ3ZGoNln,"2022-05-19 00:35:10",133595,"2022-05-19 00:35:10"
11836,awrRPZgQ5k,"2022-05-18 19:30:12",133594,"2022-05-18 19:30:12"
11835,VXr7RgEjJe,"2022-05-18 19:28:53",133593,"2022-05-18 19:28:53"
11834,0VNq6oqQml,"2022-05-18 19:27:46",133592,"2022-05-18 19:27:46"
11833,4yQkJwXNgP,"2022-05-18 19:27:05",133591,"2022-05-18 19:27:05"
11832,8qQPBE4r16,"2022-05-18 19:26:50",133590,"2022-05-18 19:26:50"
11831,loNLWDkrM8,"2022-05-18 19:26:43",133589,"2022-05-18 19:26:43"
11830,GWN5onajlA,"2022-05-18 19:26:35",133588,"2022-05-18 19:26:35"
11829,xPjXRoGNKG,"2022-05-18 19:26:23",133587,"2022-05-18 19:26:23"
11828,5nQxE2zjxY,"2022-05-18 19:26:07",133586,"2022-05-18 19:26:07"
11827,72Npg8wrwv,"2022-05-18 19:25:59",133585,"2022-05-18 19:25:59"
11826,Z9Q2y7AN2m,"2022-05-18 19:25:15",133584,"2022-05-18 19:25:15"
11825,oOjD2R6NB9,"2022-05-18 19:24:06",133583,"2022-05-18 19:24:06"
11824,bEjERGMrK5,"2022-05-18 19:22:51",133582,"2022-05-18 19:22:51"
11823,YZjnYw6QPv,"2022-05-18 19:22:00",133581,"2022-05-18 19:22:00"
11822,blNeRYOQxw,"2022-05-18 19:21:00",133580,"2022-05-18 19:21:00"
11821,PEryZ7ONOn,"2022-05-18 19:04:15",133579,"2022-05-18 19:04:15"
11820,kMjm4m6QvV,"2022-05-18 19:03:49",133578,"2022-05-18 19:03:49"
11819,9EjVwyKro2,"2022-05-18 19:03:34",133577,"2022-05-18 19:03:34"
11818,GDN1KXwjeq,"2022-05-18 19:03:01",133576,"2022-05-18 19:03:01"
11817,b1rA9AgrKk,"2022-05-18 19:02:34",133575,"2022-05-18 19:02:34"
11816,68j9wePN2V,"2022-05-17 22:04:07",133574,"2022-05-17 22:04:07"
11815,VarwYODQOR,"2022-05-17 22:04:00",133573,"2022-05-17 22:04:00"
11814,5MjKMn5N0k,"2022-05-17 22:03:43",133572,"2022-05-17 22:03:43"
11813,X9QoybarwY,"2022-05-17 22:03:20",133571,"2022-05-17 22:03:20"
11812,DXQ8YgJjYR,"2022-05-17 22:03:02",133570,"2022-05-17 22:03:02"
11811,3kjZo7Xr6V,"2022-05-17 22:02:23",133569,"2022-05-17 22:02:23"
11810,98rdvd8QZw,"2022-05-17 20:45:00",133568,"2022-05-17 20:45:00"
11809,2ejl0ybjo9,"2022-05-17 20:44:33",133567,"2022-05-17 20:44:33"
11808,ykNO4OoQDY,"2022-05-17 20:44:22",133566,"2022-05-17 20:44:22"
11807,GArgaZ2QmR,"2022-05-17 20:44:09",133565,"2022-05-17 20:44:09"
11806,6WQb5OqNnB,"2022-05-17 20:43:56",133564,"2022-05-17 20:43:56"
11805,aANBD2Pj1b,"2022-05-17 20:43:36",133563,"2022-05-17 20:43:36"
11804,PzQ48GeQJG,"2022-05-17 20:43:21",133562,"2022-05-17 20:43:21"
11803,m9N09GOQzq,"2022-05-17 20:43:08",133561,"2022-05-17 20:43:08"
11802,MXQJqDmNZ6,"2022-05-17 20:42:56",133560,"2022-05-17 20:42:56"
11801,VWQWvy9NZ4,"2022-05-17 19:55:21",133559,"2022-05-17 19:55:21"
11800,a6jMJPbr75,"2022-05-17 19:53:16",133558,"2022-05-17 19:53:16"
11799,3kjZo7Mr6V,"2022-05-17 19:52:25",133557,"2022-05-17 19:52:25"
11798,98rdvdvQZw,"2022-05-17 19:30:57",133556,"2022-05-17 19:30:57"
11797,2ejl0yojo9,"2022-05-17 19:30:43",133555,"2022-05-17 19:30:43"
11796,ykNO4OOQDY,"2022-05-17 19:30:33",133554,"2022-05-17 19:30:33"
11795,GArgaZgQmR,"2022-05-17 19:30:14",133553,"2022-05-17 19:30:14"
11794,6WQb5OaNnB,"2022-05-17 19:28:43",133552,"2022-05-17 19:28:43"
11793,aANBD2Ej1b,"2022-05-17 19:28:13",133551,"2022-05-17 19:28:13"
11792,PzQ48GKQJG,"2022-05-17 19:28:08",133550,"2022-05-17 19:28:08"
11791,m9N09ndQzq,"2022-05-17 19:27:54",133549,"2022-05-17 19:27:54"
11790,MXQJqn3NZ6,"2022-05-17 19:27:37",133548,"2022-05-17 19:27:37"
11789,VWQWvPlNZ4,"2022-05-17 19:27:21",133547,"2022-05-17 19:27:21"
11788,a6jMJ1Wr75,"2022-05-17 19:27:07",133546,"2022-05-17 19:27:07"
11787,74QYz1gjBE,"2022-05-17 19:26:36",133545,"2022-05-17 19:26:36"
11786,AXQvoO3jLY,"2022-05-17 19:25:42",133544,"2022-05-17 19:25:42"
11785,3GN6GBdQzx,"2022-05-17 19:23:40",133543,"2022-05-17 19:23:40"
11784,03rzZazr69,"2022-05-16 22:23:33",133542,"2022-05-16 22:23:33"
11783,X6QaqBMQZk,"2022-05-16 22:23:24",133541,"2022-05-16 22:23:24"
11782,DzjGR14QYp,"2022-05-16 22:23:15",133540,"2022-05-16 22:23:15"
11781,OGQ3ZJ6Nln,"2022-05-16 22:23:01",133539,"2022-05-16 22:23:01"
11780,awrRP1oQ5k,"2022-05-16 20:04:44",133538,"2022-05-16 20:04:44"
11779,VXr7Rb9jJe,"2022-05-16 20:03:51",133537,"2022-05-16 20:03:51"
11778,0VNq6nmQml,"2022-05-16 20:03:36",133536,"2022-05-16 20:03:36"
11777,4yQkJZnNgP,"2022-05-16 19:22:47",133535,"2022-05-16 19:22:47"
11776,8qQPBlgr16,"2022-05-16 19:21:22",133534,"2022-05-16 19:21:22"
11775,loNLWR4rM8,"2022-05-16 19:19:22",133533,"2022-05-16 19:19:22"
11774,GWN5oGVjlA,"2022-05-16 19:15:26",133532,"2022-05-16 19:15:26"
11773,xPjXRLBNKG,"2022-05-16 19:14:49",133531,"2022-05-16 19:14:49"
11772,5nQxE7ZjxY,"2022-05-16 19:13:53",133530,"2022-05-16 19:13:53"
11771,72NpgyDrwv,"2022-05-16 19:06:23",133529,"2022-05-16 19:06:23"
11770,Z9Q2yWlN2m,"2022-05-16 19:06:10",133528,"2022-05-16 19:06:10"
11769,oOjD2mZNB9,"2022-05-16 19:05:52",133527,"2022-05-16 19:05:52"
11768,bEjERmwrK5,"2022-05-16 19:05:36",133526,"2022-05-16 19:05:36"
11767,YZjnYmkQPv,"2022-05-16 19:05:24",133525,"2022-05-16 19:05:24"
11766,blNeRloQxw,"2022-05-16 19:05:04",133524,"2022-05-16 19:05:04"
11765,PEryZaGNOn,"2022-05-16 19:04:50",133523,"2022-05-16 19:04:50"
11764,kMjm4lZQvV,"2022-05-16 19:03:40",133522,"2022-05-16 19:03:40"
11763,9EjVwPpro2,"2022-05-16 18:56:24",133521,"2022-05-16 18:56:24"
11762,GDN1KMpjeq,"2022-05-16 18:56:14",133520,"2022-05-16 18:56:14"
11761,b1rA9lzrKk,"2022-05-16 18:56:00",133519,"2022-05-16 18:56:00"
11760,68j9wG4N2V,"2022-05-16 18:55:44",133518,"2022-05-16 18:55:44"
11759,VarwY5wQOR,"2022-05-16 18:55:33",133517,"2022-05-16 18:55:33"
11758,5MjKM9XN0k,"2022-05-16 18:55:13",133516,"2022-05-16 18:55:13"
11757,X9QoywErwY,"2022-05-16 18:54:58",133515,"2022-05-16 18:54:58"
11756,DXQ8Y9ljYR,"2022-05-16 17:28:43",133514,"2022-05-16 17:28:43"
11755,3kjZo5Mr6V,"2022-05-16 17:28:30",133513,"2022-05-16 17:28:30"
11754,98rdvlvQZw,"2022-05-16 17:28:08",133512,"2022-05-16 17:28:08"
11753,2ejl07ojo9,"2022-05-16 17:27:38",133511,"2022-05-16 17:27:38"
11752,ykNO4YOQDY,"2022-05-16 10:21:07",133510,"2022-05-16 10:21:07"
11751,GArgaggQmR,"2022-05-16 07:13:52",133509,"2022-05-16 07:13:52"
11750,6WQb5baNnB,"2022-05-16 07:13:43",133508,"2022-05-16 07:13:43"
11749,aANBDAEj1b,"2022-05-16 07:13:32",133507,"2022-05-16 07:13:32"
11748,PzQ48nKQJG,"2022-05-16 07:13:20",133506,"2022-05-16 07:13:20"
11747,m9N097dQzq,"2022-05-15 19:58:38",133505,"2022-05-15 19:58:38"
11746,MXQJqd3NZ6,"2022-05-15 19:58:31",133504,"2022-05-15 19:58:31"
11745,VWQWv2lNZ4,"2022-05-15 19:58:24",133503,"2022-05-15 19:58:24"
11744,a6jMJGWr75,"2022-05-15 12:50:46",133502,"2022-05-15 12:50:46"
11743,74QYz5gjBE,"2022-05-14 09:28:49",133501,"2022-05-14 09:28:49"
11742,AXQvon3jLY,"2022-05-14 09:28:03",133500,"2022-05-14 09:28:03"
11741,3GN6GRdQzx,"2022-05-14 09:27:10",133499,"2022-05-14 09:27:10"
11740,03rzZRzr69,"2022-05-14 09:26:36",133498,"2022-05-14 09:26:36"
11739,X6QaqWMQZk,"2022-05-14 06:50:09",133497,"2022-05-14 06:50:09"
11738,DzjGRD4QYp,"2022-05-14 06:49:58",133496,"2022-05-14 06:49:58"
11737,OGQ3ZY6Nln,"2022-05-14 06:49:42",133495,"2022-05-14 06:49:42"
11736,awrRPDoQ5k,"2022-05-14 06:49:19",133494,"2022-05-14 06:49:19"
11735,VXr7RD9jJe,"2022-05-14 06:49:02",133493,"2022-05-14 06:49:02"
11734,0VNq60mQml,"2022-05-14 06:48:48",133492,"2022-05-14 06:48:48"
11733,4yQkJ9nNgP,"2022-05-14 06:48:32",133491,"2022-05-14 06:48:32"
11732,8qQPBGgr16,"2022-05-14 06:48:18",133490,"2022-05-14 06:48:18"
11731,loNLWq4rM8,"2022-05-14 06:48:00",133489,"2022-05-14 06:48:00"
11730,GWN5oEVjlA,"2022-05-13 21:24:20",133488,"2022-05-13 21:24:20"
11729,xPjXRABNKG,"2022-05-13 21:24:13",133487,"2022-05-13 21:24:13"
11728,5nQxEeZjxY,"2022-05-13 21:24:03",133486,"2022-05-13 21:24:03"
11727,72NpgaDrwv,"2022-05-13 21:23:46",133485,"2022-05-13 21:23:46"
11726,Z9Q2yDlN2m,"2022-05-13 21:23:38",133484,"2022-05-13 21:23:38"
11725,oOjD2zZNB9,"2022-05-13 21:23:29",133483,"2022-05-13 21:23:29"
11724,bEjERowrK5,"2022-05-13 21:23:16",133482,"2022-05-13 21:23:16"
11723,YZjnYMkQPv,"2022-05-13 19:05:59",133481,"2022-05-13 19:05:59"
11722,blNeRaoQxw,"2022-05-13 19:05:05",133480,"2022-05-13 19:05:05"
11721,PEryZnGNOn,"2022-05-13 19:04:29",133479,"2022-05-13 19:04:29"
11720,kMjm42ZQvV,"2022-05-13 19:03:42",133478,"2022-05-13 19:03:42"
11719,9EjVw2pro2,"2022-05-13 12:04:02",133477,"2022-05-13 12:04:02"
11718,GDN1Kypjeq,"2022-05-13 09:46:45",133476,"2022-05-13 09:46:45"
11717,b1rA9LzrKk,"2022-05-13 09:46:25",133475,"2022-05-13 09:46:25"
11716,68j9wW4N2V,"2022-05-13 09:45:56",133474,"2022-05-13 09:45:56"
11715,VarwYRwQOR,"2022-05-13 09:45:34",133473,"2022-05-13 09:45:34"
11714,5MjKMeXN0k,"2022-05-13 09:45:33",133472,"2022-05-13 09:45:33"
11713,X9QoyWErwY,"2022-05-13 09:45:13",133471,"2022-05-13 09:45:13"
11712,DXQ8YMljYR,"2022-05-13 09:45:01",133470,"2022-05-13 09:45:01"
11711,3kjZoDMr6V,"2022-05-13 09:44:47",133469,"2022-05-13 09:44:47"
11710,98rdvOvQZw,"2022-05-13 09:44:46",133468,"2022-05-13 09:44:46"
11709,2ejl0vojo9,"2022-05-13 09:44:33",133467,"2022-05-13 09:44:33"
11708,ykNO4DOQDY,"2022-05-13 09:44:27",133466,"2022-05-13 09:44:27"
11707,GArga9gQmR,"2022-05-13 09:44:04",133465,"2022-05-13 09:44:04"
11706,6WQb5aaNnB,"2022-05-13 09:44:03",133464,"2022-05-13 09:44:03"
11705,aANBD9Ej1b,"2022-05-13 09:43:47",133463,"2022-05-13 09:43:47"
11704,PzQ480KQJG,"2022-05-13 09:43:25",133462,"2022-05-13 09:43:25"
11703,m9N09odQzq,"2022-05-13 09:35:40",133461,"2022-05-13 09:35:40"
11702,MXQJqE3NZ6,"2022-05-13 09:35:20",133460,"2022-05-13 09:35:20"
11701,VWQWvRlNZ4,"2022-05-13 09:34:46",133459,"2022-05-13 09:34:46"
11700,a6jMJnWr75,"2022-05-13 09:30:59",133458,"2022-05-13 09:30:59"
11699,3kjZo2Yr6V,"2022-05-13 09:30:39",133457,"2022-05-13 09:30:39"
11698,98rdv3VQZw,"2022-05-13 09:30:23",133456,"2022-05-13 09:30:23"
11697,2ejl06Gjo9,"2022-05-13 09:29:54",133455,"2022-05-13 09:29:54"
11696,ykNO4w3QDY,"2022-05-13 09:29:21",133454,"2022-05-13 09:29:21"
11695,GArga5bQmR,"2022-05-13 09:29:06",133453,"2022-05-13 09:29:06"
11694,6WQb5JLNnB,"2022-05-13 09:28:52",133452,"2022-05-13 09:28:52"
11693,aANBDE6j1b,"2022-05-13 09:28:35",133451,"2022-05-13 09:28:35"
11692,PzQ48ykQJG,"2022-05-12 20:37:54",133450,"2022-05-12 20:37:54"
11691,m9N09olQzq,"2022-05-12 20:37:38",133449,"2022-05-12 20:37:38"
11690,MXQJqEZNZ6,"2022-05-12 20:37:25",133448,"2022-05-12 20:37:25"
11689,VWQWvR0NZ4,"2022-05-12 20:37:11",133447,"2022-05-12 20:37:11"
11688,a6jMJn4r75,"2022-05-12 20:36:56",133446,"2022-05-12 20:36:56"
11687,74QYz8AjBE,"2022-05-12 20:36:32",133445,"2022-05-12 20:36:32"
11686,AXQvovbjLY,"2022-05-12 17:52:44",133444,"2022-05-12 17:52:44"
11685,3GN6G95Qzx,"2022-05-12 17:52:10",133443,"2022-05-12 17:52:10"
11684,03rzZEor69,"2022-05-12 17:50:54",133442,"2022-05-12 17:50:54"
11683,X6QaqLPQZk,"2022-05-12 17:50:16",133441,"2022-05-12 17:50:16"
11682,DzjGRX5QYp,"2022-05-12 17:49:46",133440,"2022-05-12 17:49:46"
11681,OGQ3ZozNln,"2022-05-12 17:48:25",133439,"2022-05-12 17:48:25"
11680,awrRPROQ5k,"2022-05-12 17:46:22",133438,"2022-05-12 17:46:22"
11679,VXr7RnljJe,"2022-05-12 17:45:18",133437,"2022-05-12 17:45:18"
11678,0VNq6ygQml,"2022-05-12 17:43:41",133436,"2022-05-12 17:43:41"
11677,4yQkJ3BNgP,"2022-05-12 17:43:11",133435,"2022-05-12 17:43:11"
11676,8qQPByKr16,"2022-05-12 17:42:39",133434,"2022-05-12 17:42:39"
11675,loNLW2prM8,"2022-05-12 17:42:03",133433,"2022-05-12 17:42:03"
11674,GWN5oeXjlA,"2022-05-12 17:21:11",133432,"2022-05-12 17:21:11"
11673,xPjXR73NKG,"2022-05-11 19:49:57",133431,"2022-05-11 19:49:57"
11672,5nQxE1XjxY,"2022-05-11 19:49:09",133430,"2022-05-11 19:49:09"
11671,72NpgJmrwv,"2022-05-11 19:48:30",133429,"2022-05-11 19:48:30"
11670,Z9Q2yGRN2m,"2022-05-11 19:48:10",133428,"2022-05-11 19:48:10"
11669,oOjD21GNB9,"2022-05-11 19:48:01",133427,"2022-05-11 19:48:01"
11668,bEjERperK5,"2022-05-11 19:24:35",133426,"2022-05-11 19:24:35"
11667,YZjnYndQPv,"2022-05-11 19:22:24",133425,"2022-05-11 19:22:24"
11666,blNeR8RQxw,"2022-05-11 19:22:08",133424,"2022-05-11 19:22:08"
11665,PEryZdYNOn,"2022-05-11 19:21:50",133423,"2022-05-11 19:21:50"
11664,kMjm4vmQvV,"2022-05-11 19:21:25",133422,"2022-05-11 19:21:25"
11663,9EjVwzPro2,"2022-05-11 19:21:06",133421,"2022-05-11 19:21:06"
11662,GDN1KZyjeq,"2022-05-11 19:01:02",133420,"2022-05-11 19:01:02"
11661,b1rA988rKk,"2022-05-11 19:00:51",133419,"2022-05-11 19:00:51"
11660,68j9w2dN2V,"2022-05-11 19:00:41",133418,"2022-05-11 19:00:41"
11659,VarwYEnQOR,"2022-05-11 19:00:27",133417,"2022-05-11 19:00:27"
11658,5MjKMYGN0k,"2022-05-11 19:00:16",133416,"2022-05-11 19:00:16"
11657,X9QoynkrwY,"2022-05-11 19:00:03",133415,"2022-05-11 19:00:03"
11656,DXQ8YRmjYR,"2022-05-11 18:42:08",133414,"2022-05-11 18:42:08"
11655,3kjZoPYr6V,"2022-05-11 18:40:52",133413,"2022-05-11 18:40:52"
11654,98rdv4VQZw,"2022-05-11 18:19:49",133412,"2022-05-11 18:19:49"
11653,2ejl08Gjo9,"2022-05-11 18:19:38",133411,"2022-05-11 18:19:38"
11652,ykNO4P3QDY,"2022-05-11 18:19:24",133410,"2022-05-11 18:19:24"
11651,GArga8bQmR,"2022-05-11 18:19:08",133409,"2022-05-11 18:19:08"
11650,6WQb5RLNnB,"2022-05-11 18:18:55",133408,"2022-05-11 18:18:55"
11649,aANBDm6j1b,"2022-05-11 18:18:41",133407,"2022-05-11 18:18:40"
11648,PzQ48KkQJG,"2022-05-11 09:07:13",133406,"2022-05-11 09:07:13"
11647,m9N09YlQzq,"2022-05-11 09:06:59",133405,"2022-05-11 09:06:59"
11646,MXQJq1ZNZ6,"2022-05-11 09:06:45",133404,"2022-05-11 09:06:45"
11645,VWQWv80NZ4,"2022-05-11 09:06:24",133403,"2022-05-11 09:06:24"
11644,a6jMJo4r75,"2022-05-11 09:05:44",133402,"2022-05-11 09:05:44"
11643,74QYz7AjBE,"2022-05-11 09:05:05",133401,"2022-05-11 09:05:05"
11642,AXQvo1bjLY,"2022-05-11 09:04:53",133400,"2022-05-11 09:04:53"
11641,3GN6GY5Qzx,"2022-05-10 21:47:25",133399,"2022-05-10 21:47:25"
11640,03rzZpor69,"2022-05-10 21:47:11",133398,"2022-05-10 21:47:11"
11639,X6QaqvPQZk,"2022-05-10 21:46:56",133397,"2022-05-10 21:46:56"
11638,DzjGRw5QYp,"2022-05-10 21:46:43",133396,"2022-05-10 21:46:43"
11637,OGQ3ZnzNln,"2022-05-10 20:40:10",133395,"2022-05-10 20:40:10"
11636,awrRPgOQ5k,"2022-05-10 20:40:03",133394,"2022-05-10 20:40:03"
11635,VXr7RGljJe,"2022-05-10 20:39:55",133393,"2022-05-10 20:39:55"
11634,0VNq65gQml,"2022-05-10 20:39:48",133392,"2022-05-10 20:39:48"
11633,4yQkJ8BNgP,"2022-05-10 20:39:40",133391,"2022-05-10 20:39:40"
11632,8qQPBnKr16,"2022-05-10 20:39:33",133390,"2022-05-10 20:39:33"
11631,loNLWeprM8,"2022-05-10 20:39:04",133389,"2022-05-10 20:39:04"
11630,GWN5o4XjlA,"2022-05-10 20:38:24",133388,"2022-05-10 20:38:24"
11629,xPjXRq3NKG,"2022-05-10 19:57:30",133387,"2022-05-10 19:57:30"
11628,5nQxERXjxY,"2022-05-10 19:57:16",133386,"2022-05-10 19:57:16"
11627,72Npgnmrwv,"2022-05-10 19:56:48",133385,"2022-05-10 19:56:48"
11626,Z9Q2y8RN2m,"2022-05-10 19:00:48",133384,"2022-05-10 19:00:48"
11625,oOjD28GNB9,"2022-05-10 18:57:29",133383,"2022-05-10 18:57:29"
11624,bEjER9erK5,"2022-05-10 18:57:16",133382,"2022-05-10 18:57:16"
11623,YZjnYydQPv,"2022-05-10 18:57:05",133381,"2022-05-10 18:57:05"
11622,blNeRBRQxw,"2022-05-10 18:56:52",133380,"2022-05-10 18:56:52"
11621,PEryZRYNOn,"2022-05-10 18:56:42",133379,"2022-05-10 18:56:42"
11620,kMjm47mQvV,"2022-05-10 18:56:22",133378,"2022-05-10 18:56:22"
11619,9EjVwRPro2,"2022-05-10 18:56:10",133377,"2022-05-10 18:56:10"
11618,GDN1KGyjeq,"2022-05-10 18:55:35",133376,"2022-05-10 18:55:35"
11617,b1rA9E8rKk,"2022-05-10 18:54:59",133375,"2022-05-10 18:54:59"
11616,68j9wddN2V,"2022-05-10 18:50:51",133374,"2022-05-10 18:50:51"
11615,VarwxnnNOR,"2022-05-10 18:50:13",133373,"2022-05-10 18:50:13"
11614,5MjK2yGQ0k,"2022-05-10 18:49:31",133372,"2022-05-10 18:49:31"
11613,X9Qo9gkrwY,"2022-05-10 18:36:08",133371,"2022-05-10 18:36:08"
11612,DXQ812mjYR,"2022-05-10 18:29:06",133370,"2022-05-10 18:29:06"
11611,3kjZROYj6V,"2022-05-10 18:26:57",133369,"2022-05-10 18:26:57"
