"Auto Increment","Record ID","Created On","ID Cliente","Nome Empresa","Email Cliente 01","Email Cliente 02","EndereÃ§o Loja (Cliente)","Cliente desde","Data de cadastro no sistema (Cliente)","Dados Empresa","ObservaÃ§Ã£o Cliente","Website Cliente","Tota de ServiÃ§os (Cliente)","ServiÃ§os Pendente de Agendamento (Cliente)","ServiÃ§os Agendados (Cliente)","ServiÃ§os Realizados no mÃªs corrente (Cliente)","ServiÃ§os Aguardando Retorno (Cliente)","ServiÃ§os Cancelados (Cliente)",CNPJ/CPF,Rede,"ServiÃ§os Realizados no mÃªs anterior (Cliente)","Fone Fixo 01 - CLIENTE","Celular 01 - CLIENTE","Fone Fixo 02 - CLIENTE","Celular 02 - CLIENTE",Corretor,"PreferÃªncia da imobiliÃ¡ria para o agendamento","Preferencias da ImobiliÃ¡ria a respeito do serviÃ§o do fotografo","SessÃ£o FotogrÃ¡fica",Ref
12,JDXQ80QYRl,"2020-10-27 18:48:02",221,"C Raso",,,"936 Avenida Winston Churchill, , 81130-000",,,,,,315,5,2,5,0,25,,Apolar,30,4132123000,,,,,,,,
11,q3kjZVj6Vb,"2020-10-27 18:47:06",220,"C Largo",,,"1149 Rua Xavier da Silva, , 83601-010",,,,,,269,0,0,1,0,0,,Apolar,1,4133934058,,,,,,,,
10,698rd2QZwd,"2021-01-14 10:27:22",219,"C Comprido",,,"1173 Rua Professor João Falarz, Lj 07, 81280-270",,,,,,130,3,2,1,0,9,,Apolar,5,4133205880,,,,,<p><strong>&nbsp;</strong></p>,"Atenção com bagunça e objetos na cena",,
9,K2ejlOQo9B,"2021-01-13 13:19:54",218,"C Civico",,,"678 Rua Marechal Hermes, Lj 02, 80530-230",,,,,,54,1,0,1,0,3,,Apolar,4,4130159339,,,,,,"Atenção com bagunça e objetos na cena",,
8,eykNOvrDY3,"2020-10-27 18:43:24",217,Boqueirao,,,"1685 Rua Maestro Carlos Frank, , 81750-323",,,,,,117,0,0,0,0,11,,Apolar,0,4130931212,,,,,,,,
7,lGArg7rmR6,"2020-10-27 18:42:51",216,Batel,,,"873 Avenida Vicente Machado, , 80420-011",,,,,,113,4,0,5,0,2,,Apolar,14,4132220310,,,,,,,,
6,o6WQb5NnBZ,"2020-10-27 18:41:43",215,Bacacheri,,,"679 Rua Nicarágua, , 82510-170",,,,,,71,3,2,2,0,5,,Apolar,10,4133564443,,,,,,,,
5,oaANB1r1by,"2020-10-27 18:41:17",214,Araucaria,,,"931 Rua Major Sezino Pereira de Souza, , 83702-270",,,,,,1,0,0,1,0,1,,Apolar,1,4136437000,,,,,,,,
4,4PzQ4GNJGV,"2020-10-27 18:40:29",213,"Alto da XV",,,"1212 Rua Itupava, , 80045-330",,,,,,113,5,1,4,0,12,,Apolar,13,4133622401,,,,,,,,
3,5m9N0njzqk,"2022-01-14 13:05:39",212,Ahu,adm@apolarahu.com.br,madelon.schizzi@apolarahu.com.br,"1468 Avenida Anita Garibaldi, , 82200-700",,,,,,0,1,0,0,0,0,7621679000185,Apolar,0,4132507100,,,,,,,,
2,4MXQJdrZ6v,"2023-10-18 03:12:40",211,"A Verde",apolaraguaverde@1.com,,"1325 Avenida Rep. Argentina, , 80620-010",,,,,,170,6,1,4,0,23,,Apolar,16,4132701600,,,,,,,,
1,DVWQWRNZ49,"2020-10-27 18:38:27",210,"A Tamandare",rafael.casagrande@apolaralmirantetamandare.com.br,thais.casagrande@apolaralmirantetamandare.com.br,"323 Avenida Emílio Johnson, Lj 02, 83501-000",,,"ALMIRANTE TAMANDARE
13.564.607/0001-46
Avenida Emílio Johnson,323 Loja 02
APOLAR ALMIRANTE TAMANDARE
Vila Santa Terezinha
ALMIRANTE TAMANDARE
83501-000",,,61,0,0,0,0,0,,Apolar,0,4135379669,,,,,,,,
